Item1.Item1;Item1.Item2;Item2.Item1;Item2.Item2
0;22;1;2;1;23;1;2;2;0;1;2
1;23;1;2;2;0;1;2;0;21;1;2
2;0;1;2;0;21;1;2;0;21;2;1
0;21;1;2;0;21;2;1;1;22;2;1
0;21;2;1;1;22;2;1;2;23;2;1
1;22;2;1;2;23;2;1;0;22;2;1
2;23;2;1;0;22;2;1;0;22;3;2
0;22;2;1;0;22;3;2;1;23;3;2
0;22;3;2;1;23;3;2;2;0;3;2
1;23;3;2;2;0;3;2;0;3;3;2
2;0;3;2;0;3;3;2;0;3;4;3
0;3;3;2;0;3;4;3;1;0;4;3
